# BEAST v10.5.0-beta5 Prerelease #1d511b10c2
# Generated Fri Jul 04 14:54:03 EDT 2025 [seed=5707]
# -overwrite -beagle_cuda -beagle_double -beagle_order 1 -seed 5707 -errors 1000 vc.drc.2025.onlycamps-rc-bs-400m.xml
state	serotype.rates.Hikojima.Inaba	serotype.rates.Hikojima.Ogawa	serotype.rates.Inaba.Ogawa	serotype.rates.Inaba.Hikojima	serotype.rates.Ogawa.Hikojima	serotype.rates.Ogawa.Inaba	serotype.indicators.Hikojima.Inaba	serotype.indicators.Hikojima.Ogawa	serotype.indicators.Inaba.Ogawa	serotype.indicators.Inaba.Hikojima	serotype.indicators.Ogawa.Hikojima	serotype.indicators.Ogawa.Inaba	serotype.nonZeroRates
61800000	0.08690240062006784	0.1410759765193281	1.7308407914720771	0.35932561598218815	0.8507523116705265	1.2929189184516476	1.0	1.0	1.0	1.0	1.0	1.0	6.0
61840000	0.08538397481063761	0.11097990187051288	1.3175085208617674	0.34461316066027403	0.6070218222389853	0.7660203135097041	1.0	1.0	1.0	1.0	1.0	1.0	6.0
61880000	8.888949783900648E-4	1.0885473253864497	2.181406042900028	0.9775457789979911	0.3247443417396002	0.8892695467700847	1.0	1.0	1.0	1.0	1.0	1.0	6.0
61920000	2.8746089339295007	0.6093071435588534	1.0854806960335057	0.3907130323573649	0.43634601266985557	1.1218942952531898	0.0	1.0	1.0	1.0	1.0	1.0	5.0
61960000	0.49785258088037626	1.2069907608010497	1.0232113347994152	0.6065146873525926	0.7934835777887029	2.141345380573532	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62000000	0.06540195102221794	0.3984013134926723	2.1895112256038973	0.8031832326089632	1.0635242285947326	2.792772013485185	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62040000	0.019292281869464467	0.2229200025832206	1.4189574944704417	1.290384609257892	0.5768082702348651	0.9421343899585519	1.0	0.0	1.0	1.0	1.0	1.0	5.0
62080000	0.3168132350443923	0.5453005249956047	2.160722163592626	0.6316640719297094	0.43852825662108663	2.546748036295622	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62120000	0.159230441674378	0.44990983775393506	1.1402724311182648	0.49619737989617974	1.186101035491183	2.734517861537939	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62160000	0.18879158644075925	0.015413488563923727	0.8448454517692425	0.47754407224092493	0.79411930317586	1.0194978490297846	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62200000	0.794586470127412	0.10165627495306523	1.4122001040835028	0.5010906460453981	0.6708075147210717	1.465659445734568	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62240000	0.17173666167817206	0.0594059510572911	1.7414972778327102	0.41734095370525265	0.4843878717417025	1.7548665488797384	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62280000	2.5291189104498417	0.653868413489531	2.7723332098401694	1.3964846094971342	0.8779726786396826	2.4522641677016788	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62320000	0.0591460083264388	0.25016950979241853	3.496669381161706	0.8468499850434065	0.8948039015121394	2.0762794413536287	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62360000	1.5590980504689036	0.4008933965265712	1.5303566104990458	0.6220033738033529	0.6152649413817319	1.2829428807710834	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62400000	0.871516137350157	2.080108767596815	0.5835189488168725	0.2808800435661407	0.3588133471213871	0.7386495105532496	0.0	0.0	1.0	1.0	1.0	1.0	4.0
62440000	0.0233352706068666	0.39753893658060685	0.9428450332276425	0.26961188582884454	0.7776569910828612	0.7956268617984983	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62480000	0.05365912111665914	0.13138278544081575	1.8174367044726505	1.41087202358827	1.0407791550294323	2.225209166144394	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62520000	5.257067248607237E-4	0.07203277991166597	1.839609531390363	0.24279628064487369	0.6118674559715901	1.4020484551769588	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62560000	1.606959481847482	2.5080686662010416	0.5410264630426158	0.3080837089268767	0.4881262329133032	0.8982012752002847	0.0	0.0	1.0	1.0	1.0	1.0	4.0
62600000	0.9783708069975294	0.27641430641477166	0.325348063068231	0.43502029289847893	0.46760379961843657	0.9091950537818226	0.0	0.0	1.0	1.0	1.0	1.0	4.0
62640000	0.49687199183589836	0.6228190299085059	2.539782518700193	0.7173962386506785	1.0699123338923633	1.0092159225279722	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62680000	0.6613758543266249	0.5093043881665916	1.16822091777038	1.5429194270600313	0.9345037781079524	0.9818915600460973	0.0	0.0	1.0	1.0	1.0	1.0	4.0
62720000	0.8700081396580255	0.6696745395389626	3.0616032725182984	1.3539765269720343	0.9804019983380697	3.5974683684385207	0.0	1.0	1.0	1.0	1.0	1.0	5.0
62760000	0.5980439646495704	2.1093016424194055	1.619506678085161	0.7664349318933635	0.9214936984663746	1.7317385971673547	1.0	0.0	1.0	1.0	1.0	1.0	5.0
62800000	0.20450539141729618	0.32802990888324	0.885430784725199	0.3275287553104083	0.37825504743194127	0.6291395336960969	1.0	1.0	1.0	1.0	1.0	1.0	6.0
62840000	0.5822607944265853	3.720142854571344	0.8048734284661995	0.11245379426706029	0.5625203376484673	0.8098141143162914	0.0	0.0	1.0	1.0	1.0	1.0	4.0
62880000	0.08627303519278678	1.0602162294151298	1.1775797606747693	1.4965351165082341	1.2748320102664412	3.4043079578150484	1.0	0.0	1.0	1.0	1.0	1.0	5.0
62920000	0.6864763667591077	0.5100452714768005	2.25157871679612	0.7921147719550498	0.7527848247742713	2.9205661738715607	0.0	0.0	1.0	1.0	1.0	1.0	4.0
62960000	0.4824691091112176	0.014998135564705504	0.7897126942931657	0.32486000186786795	0.3490540783501983	0.8609861677770518	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63000000	0.08468212186898648	0.6728025404264958	1.0589407148754897	0.6171672203690105	1.1885224242898733	1.0621938483652156	1.0	0.0	1.0	1.0	1.0	1.0	5.0
63040000	0.28565188565548594	0.2315869322251266	0.8305024146305477	0.20980054355087305	0.5724125138443367	0.5213796362042813	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63080000	1.3715838186315648	0.17876971505236977	3.091372775013621	1.222446422549077	0.9859655413181804	4.51800178221707	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63120000	0.2915692944333233	1.2507262984287866	3.35068466570121	1.6098288489638923	0.5694857421642353	2.571820655516723	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63160000	0.3070934853243716	0.08683561073237285	0.859149614188763	0.21399620345327788	0.48701403213963296	0.9120358180905406	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63200000	0.09726975557154	2.002268211667322	2.5260185005203972	1.282656631853367	0.981845642162478	4.780670487530314	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63240000	0.16955861425856028	0.10924720075521956	0.9784152501090293	0.09514312563942083	0.711752188388443	1.7352456444320032	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63280000	0.9838318074257452	1.1874103486545173	1.1384077820561045	0.5668457850108487	0.8737439612072683	2.4966275021979807	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63320000	0.11230922982808207	0.4872563903444145	1.8031854705446149	0.43152870231979934	1.4132869654627742	1.4847828873605724	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63360000	1.567635421890663	0.2749861101905776	1.3389268143196862	0.7635625005341867	0.9549709335804937	1.4257124465680655	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63400000	0.1998485070297638	0.3202238029826311	0.3329472310091785	0.7098650940599278	1.0830748913640273	1.8074067986875693	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63440000	1.213055959671488	0.5794124686417889	1.2048570969208754	1.1919066062025845	0.8613790821030792	3.4061056989074343	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63480000	0.27978641298328577	0.3554542213513693	1.7199855415419047	1.4883356436966284	0.2556861381073596	1.44664838240507	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63520000	0.3096980926878838	1.1086558330350853	1.1123341292426976	0.5134898446330227	1.1928954961735732	3.3327172777133836	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63560000	0.5076538136737357	0.3181221198424292	1.351404436767265	0.9441650438551005	0.5294930076556346	1.5331922642612343	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63600000	0.5298772255152281	0.10444883823627925	1.1230854961382146	0.1446148592290942	0.394889214803281	0.9192340722380047	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63640000	0.2917709497576556	0.45609545614964486	0.6290111183047767	1.0889371587611687	0.13183600045806768	0.6132244388819642	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63680000	0.033805296828016744	0.2372890391104778	1.122977493612626	0.4841465876720916	0.419502306499693	1.7456134660005567	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63720000	2.5744411772673916	0.7608937575654543	0.8846250797820393	0.4721506235501957	0.5008414499243582	0.9254144107664232	0.0	0.0	1.0	1.0	1.0	1.0	4.0
63760000	2.360498931717184	0.0681794910103819	0.8457461757544142	0.981253442597802	0.626668088085575	1.7129937777418347	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63800000	0.815667071138575	0.016002280164455117	0.26033258159412603	0.25741813484993653	0.07392419039288313	0.3680205213895271	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63840000	0.5339134997400955	0.005006512339691605	0.9812462632173903	0.958368377077337	0.8727463451563225	0.5743221730947389	0.0	1.0	1.0	1.0	1.0	1.0	5.0
63880000	0.018030535384383012	0.11830287258538112	0.8204966273775017	0.5259332325565723	0.24009063869254943	0.8027312649413098	1.0	1.0	1.0	1.0	1.0	1.0	6.0
63920000	2.510848561482695	0.3300862048204181	1.1904041557861407	0.2901238423671368	0.2681802230760655	0.9733962675140807	0.0	0.0	1.0	1.0	1.0	1.0	4.0
63960000	0.05497512699266457	0.12859023923048507	1.778327752412593	1.791121056292283	1.4560648104468619	2.1128916555659054	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64000000	0.570778580180048	0.17681805744220289	0.7709938382696959	0.5143592428107454	0.22415350595848016	0.787912724036627	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64040000	0.341166762341941	0.12074309790743414	0.3958029139409837	0.44734851981464147	0.7172815860891306	0.7353972329260962	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64080000	0.08738413991720292	0.27022761747627305	0.9151634323083458	1.1528890523202606	1.6791260158817907	1.4297211474346607	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64120000	0.2906607565130514	0.20563252231395018	3.6522476571572713	0.6218493250533578	0.8737183412589432	1.23984546844947	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64160000	0.12232494415816972	1.3109263582521096	1.875230457042853	0.7717503342173312	0.8333161102750016	1.9728610783640366	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64200000	0.3216990383071213	0.17256645260407846	0.8410841736862738	0.0742671912945882	0.2533401324286723	0.5581395194515125	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64240000	0.0981836978011369	0.48423006597713475	1.564754421088422	0.3885181267599847	0.6886972392466392	1.9045662613819634	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64280000	0.539041680189602	1.3749154769545529	1.774903534987189	0.5048647153794305	0.4434188446341438	1.2836483012876527	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64320000	0.337220348521232	0.5236956482673361	1.5326850958282958	0.9432660945336386	1.1170760581017105	2.6649441769382864	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64360000	0.17461352621583212	0.5617740677345444	2.901268063978629	0.9773811876307268	1.966750350323738	3.6005948512388137	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64400000	0.35610356277725047	0.6049223349655022	1.5390242190499748	0.6784606179947872	0.49643269911037124	1.875915348503143	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64440000	8.582979237965773E-4	0.3055810122489671	2.3894399545874254	1.9592859389272803	1.70643750794727	1.7454499186993475	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64480000	0.030090234368571153	0.3174568013061403	1.023194241874555	0.9191237445729705	0.23447282931931937	0.9878973790888909	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64520000	0.08786830306208611	0.09830254972597514	0.4271633714483664	0.22097993086348927	0.3094619827282421	0.4423636476771964	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64560000	0.21640863280057787	3.8008043658166275	1.3930524371141146	1.4896493174684473	1.27230872708998	2.653371036615671	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64600000	0.2537763991636724	0.721034866139764	1.5449032852486866	0.35791289434116275	0.81642207256251	1.1173486272656705	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64640000	0.07673820800120056	0.2554180264209759	1.535931115643027	0.6476194425472237	0.4115635489266128	0.5530333951189761	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64680000	1.243882880230544	0.2987911058993658	2.481853491151656	0.42335814753064277	1.2723491707860877	1.6376979536617253	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64720000	0.06367308246521515	0.21187381432588595	1.8287317040122986	0.4408501797229554	0.6201783846363712	0.9651159597249283	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64760000	0.27088092524286456	0.5062678851491701	0.8457080977288057	0.45555788178873324	0.4359262114134664	0.7544619544828202	1.0	1.0	1.0	1.0	1.0	1.0	6.0
64800000	2.434365668655712	0.11973497278313468	1.2976433739836402	0.23034550135352544	0.5284496211077319	1.0377001026659787	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64840000	0.041515292278524234	0.7915263899515	1.0189617033125917	0.3004715072850707	0.8054457243722728	1.5909384190210047	1.0	0.0	1.0	1.0	1.0	1.0	5.0
64880000	0.10241488267637326	0.40406322622005025	1.5493016157059953	0.6527658496034161	0.798162537174239	1.539778385871478	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64920000	0.08139320067864454	0.10407889585904193	1.2278300056822822	0.3154767370869423	0.4445017430057147	0.9694621227241749	0.0	1.0	1.0	1.0	1.0	1.0	5.0
64960000	0.027648038041016936	0.9133795939626083	2.183194113410878	0.5396353565761277	0.6659308867264813	2.4810695895672032	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65000000	0.3761701174071634	0.36579714735613456	0.9566173947412226	0.5000215942152878	0.2969585500202444	1.1931186790497084	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65040000	2.841750457769903E-4	0.8454422769927871	2.1504260140111033	1.1686867650326558	0.6643044152394316	4.096002452690365	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65080000	0.08790966299228581	0.46004392316574666	0.9446786436123753	0.4668179151899737	0.49509948100620454	0.5760816107239389	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65120000	0.8742035113862648	0.23203672682860949	0.8545458572993935	0.47937646884826585	1.1619161936506461	1.2865376024609847	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65160000	2.4406524151674494	0.3164759696050359	2.1818836102346686	0.5988505443137397	1.0408995914451091	1.4720762715411617	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65200000	1.213799810709864	0.7109115476186288	2.213759403822639	1.8178717167728045	1.541744021291454	2.5702045371185833	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65240000	1.7260661184834514	0.0897559614028268	2.9268056167075347	0.3942320161787773	0.5516166010901485	1.1229233298502432	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65280000	0.3860163810242713	0.44077706634630026	0.41045332948355445	0.4576699131040759	0.991711001128468	0.6542340165827778	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65320000	0.07771772152621835	0.6600980716652531	1.6300873300184997	0.5087018325287823	0.37568168525510603	0.8407787753436735	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65360000	0.3009753988964092	1.44379529374501	2.421962271337651	1.6341085103481785	0.8622259863972115	1.6371879827127702	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65400000	0.051816758281808976	1.5660154975349667	1.4986373751857212	0.3946028447279374	0.40274916813882156	1.301627509707373	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65440000	0.15711288608274943	0.8938599823412636	0.6372027058170443	0.4042450245973695	0.7019967048439371	2.113779272740798	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65480000	0.5227918116163395	0.04182005695902829	0.6466986243911041	0.5755186298866681	0.33000583164489317	0.7994529393075883	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65520000	2.6328264337468004	0.7068329414198393	2.4419805786078514	1.3747473674237267	0.8044289640925574	3.976687405021634	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65560000	0.005733909917869674	0.15267400219432745	1.0854999201991895	0.44453618903039505	1.1911508049494572	1.5202608900001384	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65600000	1.1241344225502907	0.5472378780877211	0.45955769134548585	0.5531026199857279	0.7198869617174369	1.1436980942089436	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65640000	1.8867475952036854	0.7614590747748613	0.650706806286187	0.6199455466757385	0.39802088227707433	1.008265436759495	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65680000	0.17958167265312255	1.2813833444518565	1.463043397038647	1.0358772277403192	0.6384131637568667	2.1794246896719653	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65720000	1.1229817583048156	0.36806057747406107	1.7813476044510501	0.407473455933563	0.874571294329523	0.7234808231848767	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65760000	0.9200589696526993	0.03598605051083273	1.1316441799941703	0.7061567160873398	1.0487215495324396	2.428001810198676	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65800000	5.092380078939206	0.36600513272063684	1.8231496119118527	0.2690371879338861	0.15677965779470776	1.0755838953195471	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65840000	0.18266646625872673	1.1932237672118258	2.1239509683961533	1.0838714703425347	0.9763140239727908	1.7160793873099522	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65880000	0.16464386417020818	0.023179365832130615	0.3040117904965962	0.1661484155308535	0.06515149737190779	0.2002961309081949	0.0	1.0	1.0	1.0	1.0	1.0	5.0
65920000	0.11992059101028833	0.21868329101611556	0.8458622301615205	0.34961768675582	0.4239246786934241	1.1487730313659215	1.0	1.0	1.0	1.0	1.0	1.0	6.0
65960000	0.2505828850114293	0.29825035975785585	1.0170114443725702	0.39784876404941383	0.8580008734478214	1.1913678468556437	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66000000	0.2680334133841134	0.1404968318963786	1.4746170633140867	0.4423109292337317	0.4207522659160233	0.8894688996292316	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66040000	0.2908920982553909	0.18647542917206733	2.1400538631204697	0.6318164153359204	1.0780703836272807	2.3635940107928235	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66080000	0.056222884863547366	0.44345136422461795	1.1267037436062857	1.0629280420497378	0.2420336434109588	1.1028702392060097	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66120000	0.3170138637309833	0.8924298555393612	0.9085895645157082	0.023630772259520597	0.8234798826820137	1.3206550942995106	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66160000	0.7582538995981027	0.11338411162429969	1.0849962746098374	1.1031084727939762	0.6501623548350796	1.4975655813853797	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66200000	0.05195369892983219	0.18066796188532763	1.4999324086392547	0.7568321860397912	0.4878901128504557	0.9042262356174683	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66240000	1.1537818100365747	0.1558526988273126	2.0181534227865843	0.7044107352327734	0.2759876442338273	1.0256045029811705	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66280000	1.7889714871374254	0.27356574970915376	1.0084815218369148	0.8171757499027067	0.29033750065213587	1.4156614352997257	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66320000	2.6193242395730825	1.0786499025631544	2.384915904240288	0.9238451832989878	0.5631746151052958	1.4946848292904584	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66360000	1.4271635794177082	0.4083317611347638	2.009949259732987	0.9210707022473906	0.7438938825103484	1.9945141724879734	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66400000	0.274424746273441	0.14018571474393923	0.34627298018429525	0.2721526715802877	0.13818280750369663	0.6001399474868517	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66440000	0.19340720853718285	1.3223794468138115	3.6465929831844988	0.6206348362377555	1.1175663760573344	1.1866433856405108	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66480000	0.1536565327649541	1.0799294766454777	2.24555157855311	0.5940979718988877	0.5605538747915547	1.027495915076456	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66520000	0.1673757707592835	1.118396973088622	1.0876816860120133	0.7317104995116681	0.5510156202471219	0.5864214945692438	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66560000	0.4156482955337261	0.4311357342321857	1.917106057486576	0.6354332901719546	0.38926991148101686	0.5394572084735128	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66600000	0.6483301965652313	1.0616271163114166	1.3071338775229224	0.7043138519053905	0.7776055330535718	0.6107618036584496	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66640000	0.1102521776139969	0.5162921631428717	1.591398270510005	0.3764737913189438	0.6137712594990731	0.6428729173525434	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66680000	0.24569119977234016	0.4042200274427183	2.4675914240484342	0.9416407587046572	0.5901563302899243	1.0162370198730417	1.0	0.0	1.0	1.0	1.0	1.0	5.0
66720000	0.48528301737260965	0.8924028066228445	1.7026526331509455	0.617414100986236	1.1325584847146994	2.943380029537185	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66760000	0.6168349780897607	0.7831072022885606	1.5564257427769936	0.7212171396836246	0.61457918534231	2.0587050179653237	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66800000	0.3460792989904368	0.46256873548788907	2.804528205301027	0.8296681464866024	1.0508892141885633	1.7545781558761826	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66840000	0.23830076587602	0.9200401262417254	3.695680162554195	1.5997567877099808	0.7183240109009411	2.933737306296647	1.0	1.0	1.0	1.0	1.0	1.0	6.0
66880000	0.2398056259331969	0.05894758051584746	1.7946316376768028	0.9881494421370595	0.4874530802266482	2.1636222147555664	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66920000	0.7450603992566979	0.551501717573659	1.759634663195852	0.79889841569166	0.33747752939526243	0.8458404735810191	0.0	1.0	1.0	1.0	1.0	1.0	5.0
66960000	0.27437768881920416	0.3782747034552301	2.468696063730594	0.3098128597349584	0.8277413626051723	1.3309006964352739	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67000000	0.1217059018140721	0.2387045502039008	1.0273808443187156	1.24632086539519	1.167564394838763	1.588846354569446	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67040000	0.6548049479592638	0.005003516042643077	1.655086597730183	0.7871896651226106	1.3815681449521948	4.870686794727154	1.0	0.0	1.0	1.0	1.0	1.0	5.0
67080000	1.0510780725976467	0.12340414653125731	0.5006274772032385	0.17231891075323716	0.3527482387802106	0.35499189738056597	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67120000	0.9400508144653096	0.30805354268209717	0.632895382410308	0.24291967786354438	0.19172333723316376	0.8998959112748238	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67160000	0.6382201045295766	0.6292593117374737	0.43290716151539715	0.5121548616795647	0.9653857345234247	0.8697121908232471	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67200000	0.11828131500558585	0.1280641786769564	0.41290345140607143	0.17046220177170862	0.2919597292095437	0.3034561421144679	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67240000	0.40381202012902884	0.6976321708761191	1.8328319939409181	0.3154722168239617	0.716000815193198	0.8538944961678017	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67280000	0.34061538938474767	0.30011447639586364	1.5467707254959682	0.3916118746456767	0.401371827442708	0.9874973338786829	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67320000	0.060208200032919705	0.5340819874332039	1.5493324399271315	1.0492241734614505	1.017660313838304	1.5905150428381527	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67360000	0.29696452917091254	1.0590150098451334	1.8457437321155818	0.5846089704872448	0.6475094550090732	2.752397637407307	0.0	0.0	1.0	1.0	1.0	1.0	4.0
67400000	0.4711237142757631	0.5631526167753191	1.7771592168294765	0.6200846452153062	0.8356713106463647	2.5548221001971396	1.0	0.0	1.0	1.0	1.0	1.0	5.0
67440000	1.9498850514407362	0.15015425666245288	1.1434792657844726	0.5898416946664046	0.48504267372762716	1.181992833730189	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67480000	0.03294286698755936	0.014420683800096224	3.2590574878657725	0.22097847141457672	1.7071430793499556	3.1702351677595884	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67520000	0.030092849496090084	0.5552527266426974	0.756132662863668	0.44191615438316567	0.6314635417419101	1.0064800658121889	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67560000	1.6128001452950986	0.40402614379706364	1.201492658272326	1.0913525066529954	0.6424917079546008	0.9936536686113137	0.0	0.0	1.0	1.0	1.0	1.0	4.0
67600000	1.7770455772816363	0.607189053826399	1.9928529069535634	1.086748777989613	1.1357557110178755	2.0834366848996706	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67640000	2.617218352143576	0.31254886758008704	1.2058242717025542	1.024512990153076	0.806980945351721	0.7867203361849237	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67680000	2.1928128908209588	0.1372694087787783	0.5661072658612802	0.5181098707787825	0.26179824119758266	1.1016768769487602	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67720000	0.8451432984407216	0.22586660567347927	0.9130195191641555	0.44794394593081566	0.3479235401331209	0.41448781195000217	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67760000	1.685011640044849	0.2950459789421387	1.2544812476892022	0.42798636672637563	0.726835795511776	1.6762125189951251	0.0	0.0	1.0	1.0	1.0	1.0	4.0
67800000	1.7439379996357276	0.34616206076621076	3.949045590942761	2.141563725917517	0.6900937196896518	2.301470950370351	0.0	1.0	1.0	1.0	1.0	1.0	5.0
67840000	0.6438129271672272	0.06306391586639627	1.311138154127285	0.7091901369406587	0.7238340001403767	1.6067300910626456	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67880000	0.8279053157790196	0.750845601958901	1.1414110390865555	0.5599664871062359	0.8392197231256319	1.6235567581806476	1.0	0.0	1.0	1.0	1.0	1.0	5.0
67920000	0.11970100241810376	1.8220582863092316	3.2166338564368115	1.7772046315298562	0.8444124541239075	3.3963530734449683	1.0	1.0	1.0	1.0	1.0	1.0	6.0
67960000	1.262852210232485	0.7026901883937434	3.457755867985385	1.1941284720507694	0.3503978742954695	1.792471037883368	0.0	1.0	1.0	1.0	1.0	1.0	5.0
68000000	1.991925249067797	0.3346694715550901	2.5856493782158068	0.7863588853171714	0.44187155208714046	1.9200130419622163	0.0	1.0	1.0	1.0	1.0	1.0	5.0
68040000	0.343360647321125	0.22155894866803363	0.9421019850313469	0.5078946361611485	0.3643134463474576	1.124724577618959	0.0	1.0	1.0	1.0	1.0	1.0	5.0
68080000	0.22936762290887708	0.36153471150826555	0.697645317881025	0.5327149776913754	0.5561026796209011	2.1276907747711253	1.0	1.0	1.0	1.0	1.0	1.0	6.0
68120000	0.7680914735072717	1.6826543703946573	2.309972599508548	0.9601797591320599	1.614526341419347	3.542396785920819	1.0	1.0	1.0	1.0	1.0	1.0	6.0
68160000	1.1340792073546175	0.21148849498750066	0.6718893384325766	0.30641538384620737	0.9521798969027513	1.9323622421814812	0.0	1.0	1.0	1.0	1.0	1.0	5.0
